style_key,term,unmapped_reason
Baby/Children || Bag || Accessories || Pink || Solid,pink bag,
Ladieswear || Top || Jersey Fancy || Green || Stripe,green top,
Ladieswear || Top || Jersey Fancy || Grey || All over pattern,grey top,
Ladieswear || Top || Jersey Fancy || Grey || Melange,grey top,
Ladieswear || Top || Jersey Fancy || Grey || Solid,grey top,
Ladieswear || Top || Jersey Fancy || Khaki green || Embroidery,khaki top,
Ladieswear || Top || Jersey Fancy || Khaki green || Solid,khaki top,
Ladieswear || Top || Jersey Fancy || Lilac Purple || Solid,lilac top,
Ladieswear || Top || Jersey Fancy || Mole || Solid,,colour unmapped
Ladieswear || Top || Jersey Fancy || Orange || Solid,orange top,
Ladieswear || Top || Jersey Fancy || Pink || All over pattern,pink top,
Ladieswear || Top || Jersey Fancy || Pink || Lace,pink top,
Ladieswear || Top || Jersey Fancy || Pink || Melange,pink top,
Ladieswear || Top || Jersey Fancy || Pink || Solid,pink top,
Ladieswear || Top || Jersey Fancy || Red || All over pattern,red top,
Ladieswear || Top || Jersey Fancy || Red || Lace,red top,
Ladieswear || Top || Jersey Fancy || Red || Solid,red top,
Ladieswear || Top || Jersey Fancy || Red || Stripe,red top,
Ladieswear || Top || Jersey Fancy || Turquoise || Solid,turquoise top,
Ladieswear || Top || Jersey Fancy || Unknown || All over pattern,,colour unmapped
Ladieswear || Top || Jersey Fancy || Unknown || Solid,,colour unmapped
Ladieswear || Top || Jersey Fancy || Unknown || Stripe,,colour unmapped
Ladieswear || Top || Jersey Fancy || White || All over pattern,white top,
Ladieswear || Top || Jersey Fancy || White || Dot,white top,
Ladieswear || Top || Jersey Fancy || White || Embroidery,white top,
Ladieswear || Top || Jersey Fancy || White || Front print,white top,
Ladieswear || Top || Jersey Fancy || White || Lace,white top,
Ladieswear || Top || Jersey Fancy || White || Solid,white top,
Ladieswear || Top || Jersey Fancy || White || Stripe,white top,
Ladieswear || Top || Jersey Fancy || Yellow || All over pattern,yellow top,
Ladieswear || Top || Jersey Fancy || Yellow || Solid,yellow top,
Ladieswear || Top || Knitwear || Beige || Melange,beige top,
Ladieswear || Top || Knitwear || Black || Solid,black top,
Ladieswear || Top || Knitwear || Grey || Melange,grey top,
Ladieswear || Top || Knitwear || Red || Solid,red top,
Ladieswear || Top || Knitwear || White || Solid,white top,
Ladieswear || Top || Unknown || Beige || Solid,beige top,
Ladieswear || Top || Unknown || Black || Solid,black top,
Ladieswear || Top || Unknown || Blue || Solid,blue top,
Ladieswear || Top || Unknown || Grey || Solid,grey top,
Ladieswear || Top || Unknown || Pink || Solid,pink top,
Ladieswear || Top || Unknown || White || Solid,white top,
Ladieswear || Top || Unknown || Yellow || Solid,yellow top,
Ladieswear || Trousers || Blouses || Blue || Denim,blue trousers,
Ladieswear || Trousers || Jersey Basic || Black || Solid,black trousers,
Ladieswear || Trousers || Jersey Basic || Grey || Melange,grey trousers,
Ladieswear || Trousers || Jersey Fancy || Beige || All over pattern,beige trousers,
Ladieswear || Trousers || Jersey Fancy || Beige || Melange,beige trousers,
Ladieswear || Trousers || Jersey Fancy || Beige || Solid,beige trousers,
Ladieswear || Trousers || Jersey Fancy || Black || All over pattern,black trousers,
Ladieswear || Trousers || Jersey Fancy || Black || Melange,black trousers,
Ladieswear || Trousers || Jersey Fancy || Black || Solid,black trousers,
Ladieswear || Trousers || Jersey Fancy || Blue || All over pattern,blue trousers,
Ladieswear || Trousers || Jersey Fancy || Blue || Solid,blue trousers,
Ladieswear || Trousers || Jersey Fancy || Blue || Stripe,blue trousers,
Ladieswear || Trousers || Jersey Fancy || Brown || Solid,brown trousers,
Ladieswear || Trousers || Jersey Fancy || Green || Solid,green trousers,
Ladieswear || Trousers || Jersey Fancy || Grey || All over pattern,grey trousers,
Ladieswear || Trousers || Jersey Fancy || Grey || Melange,grey trousers,
Ladieswear || Trousers || Jersey Fancy || Khaki green || Solid,khaki trousers,
Ladieswear || Trousers || Jersey Fancy || Pink || Solid,pink trousers,
Ladieswear || Trousers || Jersey Fancy || Unknown || All over pattern,,colour unmapped
Ladieswear || Trousers || Jersey Fancy || White || All over pattern,white trousers,
Ladieswear || Trousers || Jersey Fancy || White || Solid,white trousers,
Ladieswear || Trousers || Knitwear || Beige || Melange,beige trousers,
Ladieswear || Trousers || Knitwear || Black || Solid,black trousers,
Ladieswear || Trousers || Knitwear || Grey || Melange,grey trousers,
Ladieswear || Trousers || Special Offers || Black || Solid,black trousers,
Ladieswear || Trousers || Trousers Denim || Black || Denim,black trousers,
Ladieswear || Trousers || Trousers Denim || Black || Solid,black trousers,
Ladieswear || Trousers || Trousers Denim || Blue || Denim,blue trousers,
Ladieswear || Trousers || Trousers Denim || Green || Denim,green trousers,
Ladieswear || Trousers || Trousers Denim || Grey || Denim,grey trousers,
Ladieswear || Trousers || Trousers || Beige || All over pattern,beige trousers,
Ladieswear || Trousers || Trousers || Beige || Check,beige trousers,
Ladieswear || Trousers || Trousers || Beige || Melange,beige trousers,
Ladieswear || Trousers || Trousers || Beige || Other structure,beige trousers,
Ladieswear || Trousers || Trousers || Beige || Solid,beige trousers,
Ladieswear || Trousers || Trousers || Beige || Stripe,beige trousers,
Ladieswear || Trousers || Trousers || Black || All over pattern,black trousers,
Ladieswear || Trousers || Trousers || Black || Check,black trousers,
Ladieswear || Trousers || Trousers || Black || Denim,black trousers,
Ladieswear || Trousers || Trousers || Black || Glittering/Metallic,black trousers,
Ladieswear || Trousers || Trousers || Black || Jacquard,black trousers,
Ladieswear || Trousers || Trousers || Black || Mixed solid/pattern,black trousers,
Ladieswear || Trousers || Trousers || Black || Other structure,black trousers,
Ladieswear || Trousers || Trousers || Black || Solid,black trousers,
Ladieswear || Trousers || Trousers || Black || Stripe,black trousers,
Ladieswear || Trousers || Trousers || Black || Treatment,black trousers,
Ladieswear || Trousers || Trousers || Blue || All over pattern,blue trousers,
Ladieswear || Trousers || Trousers || Blue || Denim,blue trousers,
Ladieswear || Trousers || Trousers || Blue || Other structure,blue trousers,
Ladieswear || Trousers || Trousers || Blue || Solid,blue trousers,
Ladieswear || Trousers || Trousers || Blue || Stripe,blue trousers,
Ladieswear || Trousers || Trousers || Brown || All over pattern,brown trousers,
Ladieswear || Trousers || Trousers || Brown || Check,brown trousers,
Ladieswear || Trousers || Trousers || Brown || Solid,brown trousers,
Ladieswear || Trousers || Trousers || Green || All over pattern,green trousers,
Ladieswear || Trousers || Trousers || Green || Solid,green trousers,
Ladieswear || Trousers || Trousers || Grey || All over pattern,grey trousers,
Ladieswear || Trousers || Trousers || Grey || Check,grey trousers,
Ladieswear || Trousers || Trousers || Grey || Denim,grey trousers,
Ladieswear || Trousers || Trousers || Grey || Melange,grey trousers,
Ladieswear || Trousers || Trousers || Grey || Other structure,grey trousers,
Ladieswear || Trousers || Trousers || Grey || Solid,grey trousers,
Ladieswear || Trousers || Trousers || Grey || Stripe,grey trousers,
Ladieswear || Trousers || Trousers || Khaki green || All over pattern,khaki trousers,
Ladieswear || Trousers || Trousers || Khaki green || Solid,khaki trousers,
Ladieswear || Trousers || Trousers || Mole || Solid,,colour unmapped
Ladieswear || Trousers || Trousers || Orange || Solid,orange trousers,
Ladieswear || Trousers || Trousers || Pink || Solid,pink trousers,
Ladieswear || Trousers || Trousers || Red || All over pattern,red trousers,
Ladieswear || Trousers || Trousers || Red || Check,red trousers,
Ladieswear || Trousers || Trousers || Red || Solid,red trousers,
Ladieswear || Trousers || Trousers || Turquoise || Denim,turquoise trousers,
Ladieswear || Trousers || Trousers || Turquoise || Solid,turquoise trousers,
Ladieswear || Trousers || Trousers || Unknown || Solid,,colour unmapped
Ladieswear || Trousers || Trousers || White || All over pattern,white trousers,
Ladieswear || Trousers || Trousers || White || Check,white trousers,
Ladieswear || Trousers || Trousers || White || Denim,white trousers,
Ladieswear || Trousers || Trousers || White || Solid,white trousers,
Ladieswear || Trousers || Trousers || White || Stripe,white trousers,
Ladieswear || Trousers || Trousers || Yellow || Solid,yellow trousers,
"Ladieswear || Trousers || Under-, Nightwear || Black || Solid",black trousers,
Ladieswear || Trousers || Unknown || Beige || Solid,beige trousers,
Ladieswear || Trousers || Unknown || Black || All over pattern,black trousers,
Ladieswear || Trousers || Unknown || Black || Solid,black trousers,
Ladieswear || Trousers || Unknown || Blue || All over pattern,blue trousers,
Ladieswear || Trousers || Unknown || Blue || Denim,blue trousers,
Ladieswear || Trousers || Unknown || Blue || Solid,blue trousers,
Ladieswear || Trousers || Unknown || Mole || Solid,,colour unmapped
Ladieswear || Trousers || Unknown || Pink || Solid,pink trousers,
Ladieswear || Trousers || Unknown || Red || Solid,red trousers,
Ladieswear || Trousers || Unknown || Unknown || Unknown,,colour unmapped
"Ladieswear || Underdress || Under-, Nightwear || Beige || Solid",,product type unmapped
"Ladieswear || Underdress || Under-, Nightwear || Black || Solid",,product type unmapped
Ladieswear || Underwear Tights || Socks and Tights || Beige || Solid,beige tights,
Ladieswear || Underwear Tights || Socks and Tights || Black || All over pattern,black tights,
Ladieswear || Underwear Tights || Socks and Tights || Black || Dot,black tights,
Ladieswear || Underwear Tights || Socks and Tights || Black || Glittering/Metallic,black tights,
Ladieswear || Underwear Tights || Socks and Tights || Black || Lace,black tights,
Ladieswear || Underwear Tights || Socks and Tights || Black || Solid,black tights,
Ladieswear || Underwear Tights || Socks and Tights || Brown || Solid,brown tights,
Ladieswear || Underwear Tights || Socks and Tights || Red || Solid,red tights,
"Ladieswear || Underwear body || Under-, Nightwear || Beige || Solid",,product type unmapped
"Ladieswear || Underwear body || Under-, Nightwear || Black || Lace",,product type unmapped
"Ladieswear || Underwear body || Under-, Nightwear || Black || Solid",,product type unmapped
"Ladieswear || Underwear body || Under-, Nightwear || Orange || Solid",,product type unmapped
"Ladieswear || Underwear body || Under-, Nightwear || Red || Lace",,product type unmapped
"Ladieswear || Underwear body || Under-, Nightwear || Red || Solid",,product type unmapped
"Ladieswear || Underwear body || Under-, Nightwear || White || Solid",,product type unmapped
"Ladieswear || Underwear bottom || Under-, Nightwear || Beige || Solid",beige underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Black || All over pattern",black underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Black || Contrast",black underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Black || Dot",black underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Black || Lace",black underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Black || Solid",black underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Blue || All over pattern",blue underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Blue || Lace",blue underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Blue || Solid",blue underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Brown || Solid",brown underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Green || Solid",green underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Grey || Contrast",grey underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Grey || Melange",grey underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Grey || Solid",grey underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Grey || Stripe",grey underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Khaki green || Solid",khaki underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Lilac Purple || Lace",lilac underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Lilac Purple || Solid",lilac underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Mole || Solid",,colour unmapped
"Ladieswear || Underwear bottom || Under-, Nightwear || Orange || Lace",orange underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Orange || Solid",orange underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Pink || All over pattern",pink underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Pink || Contrast",pink underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Pink || Lace",pink underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Pink || Melange",pink underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Pink || Solid",pink underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Lace",red underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",red underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || Turquoise || Solid",turquoise underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || White || All over pattern",white underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || White || Lace",white underwear,
"Ladieswear || Underwear bottom || Under-, Nightwear || White || Solid",white underwear,
"Ladieswear || Unknown || Under-, Nightwear || Beige || Solid",,product type unmapped
"Ladieswear || Unknown || Under-, Nightwear || Black || Solid",,product type unmapped
"Ladieswear || Unknown || Under-, Nightwear || Brown || Solid",,product type unmapped
"Ladieswear || Unknown || Under-, Nightwear || White || Solid",,product type unmapped
Ladieswear || Vest top || Blouses || Beige || All over pattern,beige vest top,
Ladieswear || Vest top || Blouses || Beige || Solid,beige vest top,
Ladieswear || Vest top || Blouses || Black || All over pattern,black vest top,
Ladieswear || Vest top || Blouses || Black || Solid,black vest top,
Ladieswear || Vest top || Blouses || Blue || All over pattern,blue vest top,
Ladieswear || Vest top || Blouses || Blue || Solid,blue vest top,
Ladieswear || Vest top || Blouses || Brown || Solid,brown vest top,
Ladieswear || Vest top || Blouses || Green || Solid,green vest top,
Ladieswear || Vest top || Blouses || Orange || Solid,orange vest top,
Ladieswear || Vest top || Blouses || Pink || Solid,pink vest top,
Ladieswear || Vest top || Blouses || Red || Solid,red vest top,
Ladieswear || Vest top || Blouses || White || All over pattern,white vest top,
Ladieswear || Vest top || Blouses || White || Embroidery,white vest top,
Ladieswear || Vest top || Blouses || White || Solid,white vest top,
Ladieswear || Vest top || Blouses || Yellow || Solid,yellow vest top,
Ladieswear || Vest top || Jersey Basic || Beige || Solid,beige vest top,
Ladieswear || Vest top || Jersey Basic || Black || Solid,black vest top,
Ladieswear || Vest top || Jersey Basic || Blue || Solid,blue vest top,
Ladieswear || Vest top || Jersey Basic || Brown || Solid,brown vest top,
Ladieswear || Vest top || Jersey Basic || Grey || Melange,grey vest top,
Ladieswear || Vest top || Jersey Basic || Khaki green || Solid,khaki vest top,
Ladieswear || Vest top || Jersey Basic || Orange || Solid,orange vest top,
Ladieswear || Vest top || Jersey Basic || Pink || Solid,pink vest top,
Ladieswear || Vest top || Jersey Basic || White || Solid,white vest top,
Ladieswear || Vest top || Jersey Basic || Yellow || Solid,yellow vest top,
Ladieswear || Vest top || Jersey Fancy || Beige || All over pattern,beige vest top,
Ladieswear || Vest top || Jersey Fancy || Beige || Solid,beige vest top,
Ladieswear || Vest top || Jersey Fancy || Black || All over pattern,black vest top,
Ladieswear || Vest top || Jersey Fancy || Black || Solid,black vest top,
Ladieswear || Vest top || Jersey Fancy || Blue || All over pattern,blue vest top,
Ladieswear || Vest top || Jersey Fancy || Blue || Solid,blue vest top,
Ladieswear || Vest top || Jersey Fancy || Blue || Stripe,blue vest top,
Ladieswear || Vest top || Jersey Fancy || Brown || Solid,brown vest top,
Ladieswear || Vest top || Jersey Fancy || Green || Solid,green vest top,
Ladieswear || Vest top || Jersey Fancy || Grey || Melange,grey vest top,
Ladieswear || Vest top || Jersey Fancy || Khaki green || Solid,khaki vest top,
Ladieswear || Vest top || Jersey Fancy || Mole || Solid,,colour unmapped
Ladieswear || Vest top || Jersey Fancy || Orange || Solid,orange vest top,
Ladieswear || Vest top || Jersey Fancy || Pink || Melange,pink vest top,
Ladieswear || Vest top || Jersey Fancy || Pink || Solid,pink vest top,
Ladieswear || Vest top || Jersey Fancy || Red || Solid,red vest top,
Ladieswear || Vest top || Jersey Fancy || White || All over pattern,white vest top,
Ladieswear || Vest top || Jersey Fancy || White || Solid,white vest top,
Ladieswear || Vest top || Jersey Fancy || Yellow || Solid,yellow vest top,
Ladieswear || Vest top || Knitwear || Beige || Solid,beige vest top,
Ladieswear || Vest top || Knitwear || Black || Solid,black vest top,
Ladieswear || Vest top || Knitwear || Orange || Solid,orange vest top,
Ladieswear || Vest top || Knitwear || White || Solid,white vest top,
Ladieswear || Vest top || Unknown || Black || Solid,black vest top,
Ladieswear || Vest top || Unknown || White || Solid,white vest top,
Ladieswear || Watch || Accessories || Black || Solid,black watch,
Ladieswear || Watch || Accessories || Grey || Solid,grey watch,
Ladieswear || Watch || Accessories || Metal || Solid,,colour unmapped
Ladieswear || Watch || Accessories || Orange || Solid,orange watch,
Ladieswear || Wedge || Shoes || Beige || Solid,,product type unmapped
Ladieswear || Wedge || Shoes || Black || Solid,,product type unmapped
Ladieswear || Wedge || Shoes || Brown || Solid,,product type unmapped
Ladieswear || Wedge || Shoes || Orange || Solid,,product type unmapped
Ladieswear || Wedge || Shoes || Red || Solid,,product type unmapped
Ladieswear || Wedge || Shoes || White || Solid,,product type unmapped
Ladieswear || Wedge || Shoes || Yellow || Solid,,product type unmapped
Menswear || Bag || Accessories || Black || Solid,black bag,
Menswear || Beanie || Accessories || Black || Solid,black beanie,
Menswear || Belt || Accessories || Black || Solid,black belt,
Menswear || Belt || Accessories || Brown || Solid,brown belt,
Menswear || Blazer || Dressed || Black || Check,black blazer,
Menswear || Blazer || Dressed || Black || Solid,black blazer,
Menswear || Blazer || Dressed || Blue || Check,blue blazer,
Menswear || Blazer || Dressed || Blue || Melange,blue blazer,
Menswear || Blazer || Dressed || Blue || Solid,blue blazer,
Menswear || Blazer || Dressed || Grey || Melange,grey blazer,
Menswear || Boots || Shoes || Black || Solid,black boots,
Menswear || Boots || Shoes || Brown || Solid,brown boots,
Menswear || Bracelet || Accessories || Black || Solid,black bracelet,
Menswear || Bracelet || Accessories || Brown || Mixed solid/pattern,brown bracelet,
Menswear || Bracelet || Accessories || Metal || Solid,,colour unmapped
Menswear || Cap/peaked || Accessories || Black || Solid,black cap,
Menswear || Cap/peaked || Accessories || Grey || Application/3D,grey cap,
Menswear || Cardigan || Jersey Fancy || Black || Solid,black cardigan,
Menswear || Cardigan || Knitwear || Black || Solid,black cardigan,
Menswear || Cardigan || Knitwear || Blue || Melange,blue cardigan,
Menswear || Cardigan || Knitwear || Grey || Melange,grey cardigan,
Menswear || Coat || Outdoor || Beige || Solid,beige coat,
Menswear || Coat || Outdoor || Black || Solid,black coat,
Menswear || Coat || Outdoor || Blue || Solid,blue coat,
Menswear || Gloves || Accessories || Black || Solid,black gloves,
Menswear || Gloves || Accessories || Grey || Melange,grey gloves,
Menswear || Hat/beanie || Accessories || Black || Solid,black beanie,
Menswear || Hat/beanie || Accessories || Grey || Melange,grey beanie,
Menswear || Hat/brim || Accessories || Beige || Solid,beige hat,
Menswear || Hat/brim || Accessories || Black || Solid,black hat,
Menswear || Hoodie || Jersey Basic || Beige || Solid,beige hoodie,
Menswear || Hoodie || Jersey Basic || Black || Melange,black hoodie,
Menswear || Hoodie || Jersey Basic || Black || Solid,black hoodie,
Menswear || Hoodie || Jersey Basic || Blue || Melange,blue hoodie,
Menswear || Hoodie || Jersey Basic || Blue || Solid,blue hoodie,
Menswear || Hoodie || Jersey Basic || Green || Solid,green hoodie,
Menswear || Hoodie || Jersey Basic || Grey || Melange,grey hoodie,
Menswear || Hoodie || Jersey Basic || Khaki green || Solid,khaki hoodie,
Menswear || Hoodie || Jersey Basic || Lilac Purple || Melange,lilac hoodie,
Menswear || Hoodie || Jersey Basic || Lilac Purple || Solid,lilac hoodie,
Menswear || Hoodie || Jersey Basic || Orange || Solid,orange hoodie,
Menswear || Hoodie || Jersey Basic || Pink || Solid,pink hoodie,
Menswear || Hoodie || Jersey Basic || Red || Solid,red hoodie,
Menswear || Hoodie || Jersey Basic || White || Solid,white hoodie,
Menswear || Hoodie || Jersey Basic || Yellow || Solid,yellow hoodie,
Menswear || Hoodie || Jersey Fancy || Beige || Placement print,beige hoodie,
Menswear || Hoodie || Jersey Fancy || Black || Colour blocking,black hoodie,
Menswear || Hoodie || Jersey Fancy || Black || Embroidery,black hoodie,
Menswear || Hoodie || Jersey Fancy || Black || Front print,black hoodie,
Menswear || Hoodie || Jersey Fancy || Black || Placement print,black hoodie,
Menswear || Hoodie || Jersey Fancy || Black || Solid,black hoodie,
Menswear || Hoodie || Jersey Fancy || Blue || Colour blocking,blue hoodie,
Menswear || Hoodie || Jersey Fancy || Blue || Front print,blue hoodie,
Menswear || Hoodie || Jersey Fancy || Grey || Placement print,grey hoodie,
Menswear || Hoodie || Jersey Fancy || Pink || Placement print,pink hoodie,
Menswear || Hoodie || Jersey Fancy || Red || Colour blocking,red hoodie,
Menswear || Hoodie || Jersey Fancy || White || Placement print,white hoodie,
Menswear || Hoodie || Outdoor || Black || Solid,black hoodie,
Menswear || Hoodie || Outdoor || Blue || Solid,blue hoodie,
Menswear || Hoodie || Outdoor || Brown || Solid,brown hoodie,
Menswear || Hoodie || Outdoor || Khaki green || Solid,khaki hoodie,
Menswear || Jacket || Outdoor || Black || Colour blocking,black jacket,
Menswear || Jacket || Outdoor || Black || Denim,black jacket,
Menswear || Jacket || Outdoor || Black || Solid,black jacket,
Menswear || Jacket || Outdoor || Blue || Denim,blue jacket,
Menswear || Jacket || Outdoor || Blue || Solid,blue jacket,
Menswear || Jacket || Outdoor || Brown || Solid,brown jacket,
Menswear || Jacket || Outdoor || Khaki green || Solid,khaki jacket,
Menswear || Necklace || Accessories || Metal || Solid,,colour unmapped
Menswear || Other shoe || Shoes || Black || Solid,,product type unmapped
Menswear || Other shoe || Shoes || Blue || Solid,,product type unmapped
Menswear || Other shoe || Shoes || Brown || Solid,,product type unmapped
Menswear || Polo shirt || Jersey Basic || Blue || Stripe,blue polo shirt,
Menswear || Polo shirt || Jersey Fancy || Black || All over pattern,black polo shirt,
Menswear || Polo shirt || Jersey Fancy || Black || Solid,black polo shirt,
Menswear || Polo shirt || Jersey Fancy || Blue || All over pattern,blue polo shirt,
Menswear || Polo shirt || Jersey Fancy || Blue || Solid,blue polo shirt,
Menswear || Polo shirt || Jersey Fancy || White || Solid,white polo shirt,
Menswear || Polo shirt || Knitwear || Beige || Melange,beige polo shirt,
Menswear || Polo shirt || Knitwear || Black || Solid,black polo shirt,
Menswear || Polo shirt || Knitwear || Blue || Solid,blue polo shirt,
Menswear || Polo shirt || Knitwear || Green || Solid,green polo shirt,
Menswear || Polo shirt || Knitwear || Red || Solid,red polo shirt,
Menswear || Polo shirt || Knitwear || White || Solid,white polo shirt,
"Menswear || Pyjama bottom || Under-, Nightwear || Black || Check",black pyjama bottoms,
"Menswear || Pyjama bottom || Under-, Nightwear || Blue || All over pattern",blue pyjama bottoms,
"Menswear || Pyjama bottom || Under-, Nightwear || Blue || Check",blue pyjama bottoms,
"Menswear || Pyjama bottom || Under-, Nightwear || Grey || Melange",grey pyjama bottoms,
"Menswear || Pyjama set || Under-, Nightwear || Blue || Check",blue pyjamas,
"Menswear || Pyjama set || Under-, Nightwear || Blue || Solid",blue pyjamas,
"Menswear || Pyjama set || Under-, Nightwear || Grey || Melange",grey pyjamas,
Menswear || Ring || Accessories || Metal || Solid,,product type and colour both unmapped
Menswear || Sandals || Shoes || Black || Solid,black sandals,
Menswear || Scarf || Accessories || Black || Solid,black scarf,
Menswear || Scarf || Accessories || Grey || Melange,grey scarf,
Menswear || Shirt || Shirts || Beige || All over pattern,beige shirt,
Menswear || Shirt || Shirts || Beige || Check,beige shirt,
Menswear || Shirt || Shirts || Beige || Solid,beige shirt,
Menswear || Shirt || Shirts || Black || All over pattern,black shirt,
Menswear || Shirt || Shirts || Black || Check,black shirt,
Menswear || Shirt || Shirts || Black || Denim,black shirt,
Menswear || Shirt || Shirts || Black || Solid,black shirt,
Menswear || Shirt || Shirts || Black || Stripe,black shirt,
Menswear || Shirt || Shirts || Blue || All over pattern,blue shirt,
Menswear || Shirt || Shirts || Blue || Chambray,blue shirt,
Menswear || Shirt || Shirts || Blue || Check,blue shirt,
Menswear || Shirt || Shirts || Blue || Denim,blue shirt,
Menswear || Shirt || Shirts || Blue || Dot,blue shirt,
Menswear || Shirt || Shirts || Blue || Melange,blue shirt,
Menswear || Shirt || Shirts || Blue || Solid,blue shirt,
Menswear || Shirt || Shirts || Blue || Stripe,blue shirt,
Menswear || Shirt || Shirts || Brown || Check,brown shirt,
Menswear || Shirt || Shirts || Brown || Solid,brown shirt,
Menswear || Shirt || Shirts || Green || Check,green shirt,
Menswear || Shirt || Shirts || Green || Solid,green shirt,
Menswear || Shirt || Shirts || Green || Stripe,green shirt,
Menswear || Shirt || Shirts || Grey || Chambray,grey shirt,
Menswear || Shirt || Shirts || Grey || Check,grey shirt,
Menswear || Shirt || Shirts || Grey || Melange,grey shirt,
Menswear || Shirt || Shirts || Grey || Solid,grey shirt,
Menswear || Shirt || Shirts || Khaki green || All over pattern,khaki shirt,
Menswear || Shirt || Shirts || Khaki green || Check,khaki shirt,
Menswear || Shirt || Shirts || Khaki green || Solid,khaki shirt,
Menswear || Shirt || Shirts || Orange || All over pattern,orange shirt,
Menswear || Shirt || Shirts || Orange || Check,orange shirt,
Menswear || Shirt || Shirts || Pink || Melange,pink shirt,
Menswear || Shirt || Shirts || Pink || Solid,pink shirt,
Menswear || Shirt || Shirts || Red || All over pattern,red shirt,
Menswear || Shirt || Shirts || Red || Check,red shirt,
Menswear || Shirt || Shirts || Red || Solid,red shirt,
Menswear || Shirt || Shirts || Turquoise || Solid,turquoise shirt,
Menswear || Shirt || Shirts || White || All over pattern,white shirt,
Menswear || Shirt || Shirts || White || Check,white shirt,
Menswear || Shirt || Shirts || White || Dot,white shirt,
Menswear || Shirt || Shirts || White || Melange,white shirt,
Menswear || Shirt || Shirts || White || Solid,white shirt,
Menswear || Shirt || Shirts || White || Stripe,white shirt,
Menswear || Shirt || Shirts || Yellow || All over pattern,yellow shirt,
Menswear || Shirt || Shirts || Yellow || Check,yellow shirt,
Menswear || Shirt || Shirts || Yellow || Solid,yellow shirt,
Menswear || Shorts || Jersey Basic || Black || Solid,black shorts,
Menswear || Shorts || Jersey Basic || Blue || Melange,blue shorts,
Menswear || Shorts || Jersey Basic || Blue || Solid,blue shorts,
Menswear || Shorts || Jersey Basic || Grey || Melange,grey shorts,
Menswear || Shorts || Jersey Basic || Khaki green || Solid,khaki shorts,
Menswear || Shorts || Jersey Fancy || Black || All over pattern,black shorts,
Menswear || Shorts || Jersey Fancy || Black || Solid,black shorts,
Menswear || Shorts || Jersey Fancy || Blue || All over pattern,blue shorts,
Menswear || Shorts || Shorts || Beige || All over pattern,beige shorts,
Menswear || Shorts || Shorts || Beige || Solid,beige shorts,
Menswear || Shorts || Shorts || Black || All over pattern,black shorts,
Menswear || Shorts || Shorts || Black || Denim,black shorts,
Menswear || Shorts || Shorts || Black || Solid,black shorts,
Menswear || Shorts || Shorts || Blue || All over pattern,blue shorts,
Menswear || Shorts || Shorts || Blue || Chambray,blue shorts,
Menswear || Shorts || Shorts || Blue || Denim,blue shorts,
Menswear || Shorts || Shorts || Blue || Solid,blue shorts,
Menswear || Shorts || Shorts || Brown || Solid,brown shorts,
Menswear || Shorts || Shorts || Green || Solid,green shorts,
Menswear || Shorts || Shorts || Grey || Denim,grey shorts,
Menswear || Shorts || Shorts || Grey || Solid,grey shorts,
Menswear || Shorts || Shorts || Khaki green || Solid,khaki shorts,
Menswear || Shorts || Shorts || Mole || Solid,,colour unmapped
Menswear || Shorts || Shorts || Pink || Solid,pink shorts,
Menswear || Shorts || Shorts || Red || Solid,red shorts,
Menswear || Shorts || Shorts || White || Denim,white shorts,
Menswear || Shorts || Shorts || Yellow || Solid,yellow shorts,
Menswear || Sneakers || Shoes || Beige || Solid,beige sneakers,
Menswear || Sneakers || Shoes || Black || Solid,black sneakers,
Menswear || Sneakers || Shoes || Blue || Solid,blue sneakers,
