rank_unguarded,style_key,index_group_name,product_type_name,garment_group_name,perceived_colour_master_name,graphical_appearance_name,price_index_level,predicted_intensity,guard1_n_active_articles_trailing_mean,guard3_n_weeks_active_trailing,guard1_pass,guard2_pass,guard3_pass,all_guards_pass
1,Ladieswear || Hoodie || Jersey Basic || Black || Solid,Ladieswear,Hoodie,Jersey Basic,Black,Solid,1.0597463949766324,48.00784516621666,2.1538461538461537,52,false,true,true,false
1678,Ladieswear || Wedge || Shoes || Yellow || Solid,Ladieswear,Wedge,Shoes,Yellow,Solid,0.4561436900841914,2.1552414911802362,3.1538461538461537,34,false,false,true,false
1679,Ladieswear || Other accessories || Accessories || Green || All over pattern,Ladieswear,Other accessories,Accessories,Green,All over pattern,0.36856402024941354,2.151046139245873,3.769230769230769,46,false,false,true,false
1680,Ladieswear || Top || Jersey Fancy || Red || All over pattern,Ladieswear,Top,Jersey Fancy,Red,All over pattern,0.4994540491355777,2.1501025707879635,1.1538461538461537,49,false,false,true,false
1681,Divided || Blouse || Blouses || Pink || All over pattern,Divided,Blouse,Blouses,Pink,All over pattern,0.554447294592189,2.145831277965601,3.3076923076923075,52,false,false,true,false
1682,Ladieswear || Pumps || Shoes || Red || Solid,Ladieswear,Pumps,Shoes,Red,Solid,0.49968927413596465,2.133703651015658,1.0,44,false,false,true,false
1683,Divided || Shorts || Shorts || Pink || Solid,Divided,Shorts,Shorts,Pink,Solid,0.5829284881461329,2.105852195637556,5.3076923076923075,52,false,false,true,false
1684,Baby/Children || T-shirt || Jersey Basic || White || Solid,Baby/Children,T-shirt,Jersey Basic,White,Solid,0.5086573377679549,2.0982693678162443,11.615384615384615,52,true,false,true,false
1685,Baby/Children || Trousers || Trousers || Black || Solid,Baby/Children,Trousers,Trousers,Black,Solid,1.191673393204635,2.0928352066726976,12.923076923076923,52,true,true,true,true
1686,Menswear || Sneakers || Shoes || White || Solid,Menswear,Sneakers,Shoes,White,Solid,1.4821767573735867,2.0915407774109926,11.615384615384615,52,true,true,true,true
1687,Baby/Children || Hoodie || Jersey Fancy || White || Placement print,Baby/Children,Hoodie,Jersey Fancy,White,Placement print,1.1126798404380775,2.089358793047617,2.769230769230769,50,false,true,true,false
1688,Menswear || T-shirt || Jersey Fancy || Black || All over pattern,Menswear,T-shirt,Jersey Fancy,Black,All over pattern,0.9423559106460667,2.085087439952993,3.8461538461538463,40,false,true,true,false
1689,Ladieswear || Sandals || Shoes || Orange || Solid,Ladieswear,Sandals,Shoes,Orange,Solid,0.8648468708388815,2.0849217492127488,3.8461538461538463,51,false,true,true,false
1690,Baby/Children || Jacket || Outdoor || Black || Solid,Baby/Children,Jacket,Outdoor,Black,Solid,1.2446903969859364,2.0837783074425706,11.538461538461538,52,true,true,true,true
1691,Menswear || Ring || Accessories || Metal || Solid,Menswear,Ring,Accessories,Metal,Solid,0.9014705092153106,2.083424066088892,4.461538461538462,52,false,true,true,false
1692,Baby/Children || Dress || Jersey Fancy || Beige || All over pattern,Baby/Children,Dress,Jersey Fancy,Beige,All over pattern,1.5421587588988108,2.0804179718080347,1.7692307692307692,48,false,true,true,false
1693,Divided || Shorts || Shorts || Black || All over pattern,Divided,Shorts,Shorts,Black,All over pattern,0.5528702998407313,2.0755896404765655,5.846153846153846,52,false,false,true,false
1694,Baby/Children || Hoodie || Jersey Basic || Blue || Solid,Baby/Children,Hoodie,Jersey Basic,Blue,Solid,0.9631362663167345,2.0754471343251746,3.230769230769231,51,false,true,true,false
1695,Baby/Children || Hair clip || Accessories || Pink || Solid,Baby/Children,Hair clip,Accessories,Pink,Solid,1.0839465650202056,2.0754158266765277,3.3846153846153846,52,false,true,true,false
1696,Menswear || Sweater || Knitwear || Brown || Solid,Menswear,Sweater,Knitwear,Brown,Solid,1.5149343953153511,2.073498552797093,3.5384615384615383,52,false,true,true,false
1697,Ladieswear || Skirt || Jersey Fancy || Beige || Solid,Ladieswear,Skirt,Jersey Fancy,Beige,Solid,0.41078712994661515,2.071156512444819,1.6153846153846154,51,false,false,true,false
1698,Baby/Children || Blazer || Shirts || Black || Solid,Baby/Children,Blazer,Shirts,Black,Solid,0.6962730755834204,2.0707879801390994,1.4615384615384615,46,false,false,true,false
1699,Ladieswear || Top || Blouses || Red || Solid,Ladieswear,Top,Blouses,Red,Solid,0.8023471278567019,2.070305911704077,2.923076923076923,51,false,false,true,false
1700,Baby/Children || Dress || Dresses/Skirts girls || Pink || Application/3D,Baby/Children,Dress,Dresses/Skirts girls,Pink,Application/3D,1.3562789043045183,2.0672119013378087,2.0,39,false,true,true,false
1701,Ladieswear || Shorts || Trousers || Turquoise || Solid,Ladieswear,Shorts,Trousers,Turquoise,Solid,0.3718729392750822,2.065337703943101,3.6923076923076925,27,false,false,true,false
1702,Ladieswear || Sunglasses || Accessories || Brown || Solid,Ladieswear,Sunglasses,Accessories,Brown,Solid,0.3965234380611702,2.059097743427759,9.846153846153847,52,false,false,true,false
1703,Menswear || Sunglasses || Accessories || Metal || Solid,Menswear,Sunglasses,Accessories,Metal,Solid,0.8935092736832195,2.057911839901247,5.615384615384615,52,false,true,true,false
1704,Ladieswear || Sweater || Jersey Fancy || Grey || Front print,Ladieswear,Sweater,Jersey Fancy,Grey,Front print,0.43647444913267697,2.05776723996777,0.5384615384615384,43,false,false,true,false
1705,Ladieswear || Necklace || Accessories || Orange || Solid,Ladieswear,Necklace,Accessories,Orange,Solid,0.519485644752853,2.0553355778432625,3.3076923076923075,51,false,false,true,false
1706,Ladieswear || Vest top || Blouses || Beige || All over pattern,Ladieswear,Vest top,Blouses,Beige,All over pattern,0.7349043027168166,2.0548595220696644,5.846153846153846,52,false,false,true,false
1707,"Baby/Children || Pyjama set || Under-, Nightwear || White || All over pattern",Baby/Children,Pyjama set,"Under-, Nightwear",White,All over pattern,1.443518972903431,2.053713603335322,1.5384615384615385,44,false,true,true,false
1708,Menswear || T-shirt || Jersey Fancy || Grey || Placement print,Menswear,T-shirt,Jersey Fancy,Grey,Placement print,0.6714305730699174,2.0464103473256574,1.9230769230769231,52,false,false,true,false
1709,Ladieswear || Sunglasses || Accessories || Green || Solid,Ladieswear,Sunglasses,Accessories,Green,Solid,1.0520663277819646,2.044957384196666,1.7692307692307692,42,false,true,true,false
1710,Ladieswear || Sweater || Unknown || Red || Solid,Ladieswear,Sweater,Unknown,Red,Solid,1.0,2.044830840003384,1.1538461538461537,48,false,true,true,false
1711,Menswear || T-shirt || Jersey Fancy || Blue || Stripe,Menswear,T-shirt,Jersey Fancy,Blue,Stripe,0.6720167480809489,2.043539501664961,4.076923076923077,49,false,false,true,false
1712,Ladieswear || Dress || Blouses || Blue || Stripe,Ladieswear,Dress,Blouses,Blue,Stripe,0.477767708654909,2.0409134471822457,1.4615384615384615,40,false,false,true,false
1713,Ladieswear || Sandals || Shoes || Metal || Solid,Ladieswear,Sandals,Shoes,Metal,Solid,1.286075837589546,2.038731976149541,6.3076923076923075,37,false,true,true,false
1714,Menswear || T-shirt || Jersey Fancy || Yellow || Placement print,Menswear,T-shirt,Jersey Fancy,Yellow,Placement print,1.4734513274336283,2.0384924386997185,2.6153846153846154,42,false,true,true,false
1715,Ladieswear || Top || Blouses || Blue || Solid,Ladieswear,Top,Blouses,Blue,Solid,1.1805729653349135,2.0380567186331113,3.5384615384615383,42,false,true,true,false
1716,Ladieswear || Top || Blouses || Yellow || Solid,Ladieswear,Top,Blouses,Yellow,Solid,0.654236842233471,2.032520645913834,1.6153846153846154,48,false,false,true,false
1717,Ladieswear || Hair string || Accessories || White || Solid,Ladieswear,Hair string,Accessories,White,Solid,0.5900489723568189,2.0276191205112557,4.384615384615385,39,false,false,true,false
1718,Divided || Wallet || Accessories || Black || Solid,Divided,Wallet,Accessories,Black,Solid,1.0327282363853187,2.020447427637788,3.3846153846153846,37,false,true,true,false
1719,Ladieswear || Trousers || Trousers || Blue || Other structure,Ladieswear,Trousers,Trousers,Blue,Other structure,0.5718102124827138,2.016754573641166,3.0,50,false,false,true,false
1720,Ladieswear || Trousers || Jersey Fancy || Unknown || All over pattern,Ladieswear,Trousers,Jersey Fancy,Unknown,All over pattern,0.6662958843159066,2.011490625597939,2.769230769230769,43,false,false,true,false
1721,Baby/Children || Sweater || Jersey Fancy || Beige || All over pattern,Baby/Children,Sweater,Jersey Fancy,Beige,All over pattern,1.5005734935972974,2.0064920985475028,2.230769230769231,34,false,true,true,false
1722,Baby/Children || Garment Set || Jersey Fancy || Blue || Stripe,Baby/Children,Garment Set,Jersey Fancy,Blue,Stripe,1.6371155972318903,2.006337240775992,2.6153846153846154,52,false,true,true,false
1723,Baby/Children || Sweater || Jersey Fancy || White || Placement print,Baby/Children,Sweater,Jersey Fancy,White,Placement print,0.8550803730898987,2.0057719905919296,2.3076923076923075,44,false,true,true,false
1724,Baby/Children || Leggings/Tights || Jersey Basic || Black || Solid,Baby/Children,Leggings/Tights,Jersey Basic,Black,Solid,1.5478078000023627,1.9968271510290374,6.0,52,false,true,true,false
1725,Ladieswear || Top || Jersey Fancy || Blue || Lace,Ladieswear,Top,Jersey Fancy,Blue,Lace,0.6594280557279035,1.9957303394925145,1.7692307692307692,47,false,false,true,false
1726,Baby/Children || Underwear Tights || Socks and Tights || Black || Solid,Baby/Children,Underwear Tights,Socks and Tights,Black,Solid,1.2503128911138923,1.9860802300210025,3.6153846153846154,44,false,true,true,false
1727,Baby/Children || Trousers || Trousers Denim || Blue || Denim,Baby/Children,Trousers,Trousers Denim,Blue,Denim,1.0479868398845211,1.979444844629096,70.84615384615384,52,true,true,true,true
1728,Ladieswear || Bikini top || Swimwear || White || Lace,Ladieswear,Bikini top,Swimwear,White,Lace,0.9673783733016093,1.978534634302744,1.2307692307692308,30,false,true,true,false
1729,Baby/Children || Hoodie || Jersey Fancy || Black || Placement print,Baby/Children,Hoodie,Jersey Fancy,Black,Placement print,1.0,1.9747520840858832,1.7692307692307692,37,false,true,true,false
1730,Ladieswear || Sandals || Shoes || Red || Solid,Ladieswear,Sandals,Shoes,Red,Solid,0.763393546394936,1.9668078034365113,2.1538461538461537,52,false,false,true,false
1731,Ladieswear || Earring || Accessories || Blue || Solid,Ladieswear,Earring,Accessories,Blue,Solid,0.5757830605662406,1.9587487956486869,1.3846153846153846,44,false,false,true,false
1732,Baby/Children || Trousers || Jersey Fancy || Black || Solid,Baby/Children,Trousers,Jersey Fancy,Black,Solid,1.2712096885665984,1.9572922047712313,4.384615384615385,52,false,true,true,false
1733,Baby/Children || Sweater || Jersey Basic || Blue || Solid,Baby/Children,Sweater,Jersey Basic,Blue,Solid,0.8123195380173244,1.9538166989543488,2.230769230769231,52,false,false,true,false
1734,Ladieswear || Trousers || Jersey Fancy || Blue || Stripe,Ladieswear,Trousers,Jersey Fancy,Blue,Stripe,0.7243887338154392,1.9529212733056682,1.7692307692307692,42,false,false,true,false
1735,Baby/Children || Socks || Socks and Tights || Blue || All over pattern,Baby/Children,Socks,Socks and Tights,Blue,All over pattern,1.039021852237253,1.9469430416331854,4.846153846153846,51,false,true,true,false
1736,Baby/Children || Leggings/Tights || Jersey Fancy || Black || Solid,Baby/Children,Leggings/Tights,Jersey Fancy,Black,Solid,0.9732237539766702,1.9404395447037852,6.076923076923077,52,false,true,true,false
1737,Baby/Children || Garment Set || Woven/Jersey/Knitted mix Baby || Pink || All over pattern,Baby/Children,Garment Set,Woven/Jersey/Knitted mix Baby,Pink,All over pattern,1.3434736469755921,1.9386999818643798,3.0,39,false,true,true,false
1738,Baby/Children || Cardigan || Knitwear || White || Solid,Baby/Children,Cardigan,Knitwear,White,Solid,0.9072664359861591,1.9359333394174514,4.384615384615385,52,false,true,true,false
1739,Ladieswear || Sandals || Shoes || Pink || Solid,Ladieswear,Sandals,Shoes,Pink,Solid,0.9570747030077085,1.9301758646686356,8.538461538461538,52,false,true,true,false
1740,Baby/Children || Socks || Socks and Tights || White || Solid,Baby/Children,Socks,Socks and Tights,White,Solid,1.2445482866043613,1.926799757048928,5.384615384615385,51,false,true,true,false
1741,Ladieswear || Shirt || Unknown || White || Solid,Ladieswear,Shirt,Unknown,White,Solid,1.3113801906457128,1.9256677704742517,2.6153846153846154,50,false,true,true,false
1742,Menswear || Shirt || Shirts || White || Melange,Menswear,Shirt,Shirts,White,Melange,1.1865042560646344,1.9221656347798848,1.8461538461538463,36,false,true,true,false
1743,Divided || Flat shoe || Shoes || Black || Solid,Divided,Flat shoe,Shoes,Black,Solid,0.370064077988937,1.9214624008006873,0.9230769230769231,28,false,false,true,false
1744,Baby/Children || Underwear Tights || Socks and Tights || White || Solid,Baby/Children,Underwear Tights,Socks and Tights,White,Solid,0.9582811848143512,1.9153112206447016,3.1538461538461537,50,false,true,true,false
1745,"Baby/Children || Pyjama jumpsuit/playsuit || Under-, Nightwear || White || All over pattern",Baby/Children,Pyjama jumpsuit/playsuit,"Under-, Nightwear",White,All over pattern,0.748302505268087,1.9142258168331017,3.3846153846153846,52,false,false,true,false
1746,Ladieswear || Top || Blouses || White || All over pattern,Ladieswear,Top,Blouses,White,All over pattern,1.3264085273004136,1.914193054345608,1.8461538461538463,51,false,true,true,false
1747,Baby/Children || Sweater || Knitwear || Grey || Melange,Baby/Children,Sweater,Knitwear,Grey,Melange,1.1251042535446207,1.907637279572909,2.4615384615384617,45,false,true,true,false
1748,Baby/Children || Trousers || Woven/Jersey/Knitted mix Baby || Blue || Denim,Baby/Children,Trousers,Woven/Jersey/Knitted mix Baby,Blue,Denim,1.316881811137862,1.9046552964544898,13.461538461538462,52,true,true,true,true
1749,Baby/Children || Garment Set || Jersey Fancy || White || Front print,Baby/Children,Garment Set,Jersey Fancy,White,Front print,1.561108084724581,1.9030830791034914,1.7692307692307692,50,false,true,true,false
1750,Baby/Children || Trousers || Jersey Fancy || Grey || Treatment,Baby/Children,Trousers,Jersey Fancy,Grey,Treatment,1.0505545139957653,1.89983687807849,3.230769230769231,49,false,true,true,false
1751,Ladieswear || Hat/brim || Accessories || Beige || Solid,Ladieswear,Hat/brim,Accessories,Beige,Solid,0.4834543987086361,1.89315374635057,12.307692307692308,49,true,false,true,false
1752,Baby/Children || Dress || Dresses/Skirts girls || Pink || Solid,Baby/Children,Dress,Dresses/Skirts girls,Pink,Solid,1.1933292904790782,1.8901673455977805,3.6153846153846154,49,false,true,true,false
1753,"Baby/Children || Pyjama jumpsuit/playsuit || Under-, Nightwear || Pink || All over pattern",Baby/Children,Pyjama jumpsuit/playsuit,"Under-, Nightwear",Pink,All over pattern,0.8120060001153869,1.8821366949421243,5.538461538461538,52,false,false,true,false
1754,Ladieswear || Heeled sandals || Shoes || Pink || Solid,Ladieswear,Heeled sandals,Shoes,Pink,Solid,0.721558358217452,1.8795045447289227,4.076923076923077,42,false,false,true,false
1755,Divided || Shorts || Shorts || Beige || Solid,Divided,Shorts,Shorts,Beige,Solid,0.7204688908926962,1.8775026949125517,4.769230769230769,35,false,false,true,false
1756,Baby/Children || Belt || Accessories || Black || Solid,Baby/Children,Belt,Accessories,Black,Solid,1.1942401738815431,1.876237852198702,2.0,48,false,true,true,false
1757,Ladieswear || Dress || Unknown || Red || Solid,Ladieswear,Dress,Unknown,Red,Solid,12.874157113310117,1.8675864795489816,1.6923076923076923,48,false,true,true,false
1758,Ladieswear || Blouse || Unknown || Black || Solid,Ladieswear,Blouse,Unknown,Black,Solid,2.009646405373058,1.867310798303341,4.461538461538462,52,false,true,true,false
1759,Baby/Children || Sweater || Knitwear || Beige || Melange,Baby/Children,Sweater,Knitwear,Beige,Melange,1.0609468386284995,1.8620725788197134,0.8461538461538461,35,false,true,true,false
1760,Ladieswear || Blouse || Jersey Fancy || Blue || All over pattern,Ladieswear,Blouse,Jersey Fancy,Blue,All over pattern,1.368809272918862,1.8608910799935297,0.7692307692307693,39,false,true,true,false
1761,Menswear || Sunglasses || Accessories || Black || Solid,Menswear,Sunglasses,Accessories,Black,Solid,0.6449973151959907,1.8593229231234116,10.923076923076923,52,true,false,true,false
1762,Ladieswear || Pumps || Shoes || Pink || Solid,Ladieswear,Pumps,Shoes,Pink,Solid,0.46435873646492876,1.8587098847910783,1.6923076923076923,50,false,false,true,false
1763,Baby/Children || Boots || Shoes || Black || Solid,Baby/Children,Boots,Shoes,Black,Solid,1.1725615870082378,1.8482668271702045,5.461538461538462,40,false,true,true,false
1764,Baby/Children || Sweater || Jersey Fancy || White || All over pattern,Baby/Children,Sweater,Jersey Fancy,White,All over pattern,0.9525306166684728,1.8460052462041117,3.0,45,false,true,true,false
1765,Baby/Children || Sweater || Knitwear || Black || Solid,Baby/Children,Sweater,Knitwear,Black,Solid,1.1048227597748366,1.8376671710337598,1.5384615384615385,37,false,true,true,false
1766,Baby/Children || Trousers || Trousers || Khaki green || Solid,Baby/Children,Trousers,Trousers,Khaki green,Solid,1.0601267404819656,1.8322244244431287,6.384615384615385,52,false,true,true,false
1767,Ladieswear || Sunglasses || Accessories || Pink || Solid,Ladieswear,Sunglasses,Accessories,Pink,Solid,1.2616922716855152,1.832145211641644,4.153846153846154,52,false,true,true,false
1768,Menswear || Coat || Outdoor || Beige || Solid,Menswear,Coat,Outdoor,Beige,Solid,0.36292243388047596,1.8313418678924758,1.2307692307692308,42,false,false,true,false
1769,Divided || Skirt || Trousers || Blue || Denim,Divided,Skirt,Trousers,Blue,Denim,1.44953596287703,1.8303224254488435,1.9230769230769231,49,false,true,true,false
1770,Baby/Children || Blazer || Shirts || Blue || Solid,Baby/Children,Blazer,Shirts,Blue,Solid,0.748689138576779,1.8302943771951625,2.6923076923076925,45,false,false,true,false
1771,Baby/Children || Trousers || Trousers Denim || Blue || Solid,Baby/Children,Trousers,Trousers Denim,Blue,Solid,1.6765445904389151,1.8292526568462333,1.4615384615384615,47,false,true,true,false
1772,Baby/Children || Hoodie || Jersey Fancy || Blue || Placement print,Baby/Children,Hoodie,Jersey Fancy,Blue,Placement print,0.9753108243474161,1.8289625716862123,0.9230769230769231,42,false,true,true,false
1773,Menswear || Polo shirt || Jersey Fancy || Blue || All over pattern,Menswear,Polo shirt,Jersey Fancy,Blue,All over pattern,0.6557417072800346,1.8285703156699329,3.3076923076923075,35,false,false,true,false
1774,Baby/Children || Dress || Jersey Fancy || Pink || Placement print,Baby/Children,Dress,Jersey Fancy,Pink,Placement print,1.1696336218629213,1.8267451609980614,0.46153846153846156,11,false,true,false,false
1775,Baby/Children || Shirt || Woven/Jersey/Knitted mix Baby || Blue || Denim,Baby/Children,Shirt,Woven/Jersey/Knitted mix Baby,Blue,Denim,0.8533933840658486,1.8221128954810735,0.6923076923076923,26,false,true,true,false
1776,Baby/Children || Sweater || Knitwear || Grey || Stripe,Baby/Children,Sweater,Knitwear,Grey,Stripe,1.0,1.8211763958719955,2.5384615384615383,41,false,true,true,false
1777,Baby/Children || Jacket || Outdoor || Blue || Solid,Baby/Children,Jacket,Outdoor,Blue,Solid,1.2918261227711898,1.8195932364979845,8.538461538461538,52,false,true,true,false
1778,Ladieswear || Trousers || Jersey Fancy || Blue || All over pattern,Ladieswear,Trousers,Jersey Fancy,Blue,All over pattern,1.0101112234580383,1.8163863081617624,1.4615384615384615,39,false,true,true,false
1779,Sport || Other accessories || Accessories || Black || Solid,Sport,Other accessories,Accessories,Black,Solid,0.26063235561559844,1.8135536156555987,0.7692307692307693,42,false,false,true,false
1780,Baby/Children || Bodysuit || Jersey Fancy || White || All over pattern,Baby/Children,Bodysuit,Jersey Fancy,White,All over pattern,1.1276195593766793,1.809598572845935,2.923076923076923,45,false,true,true,false
1781,Ladieswear || Dress || Dresses Ladies || White || Lace,Ladieswear,Dress,Dresses Ladies,White,Lace,0.3088161629654367,1.8079007109651215,3.0,49,false,false,true,false
1782,Ladieswear || Skirt || Jersey Fancy || Orange || Solid,Ladieswear,Skirt,Jersey Fancy,Orange,Solid,0.36556822639126735,1.8066569725825659,3.3846153846153846,52,false,false,true,false
1783,"Baby/Children || Pyjama jumpsuit/playsuit || Under-, Nightwear || Grey || All over pattern",Baby/Children,Pyjama jumpsuit/playsuit,"Under-, Nightwear",Grey,All over pattern,0.9653146537114451,1.805752746396677,2.6923076923076925,49,false,true,true,false
1784,Baby/Children || Trousers || Trousers || Blue || Solid,Baby/Children,Trousers,Trousers,Blue,Solid,0.9324041919323037,1.803151364517539,12.23076923076923,52,true,true,true,true
1785,Baby/Children || Garment Set || Woven/Jersey/Knitted mix Baby || Blue || Denim,Baby/Children,Garment Set,Woven/Jersey/Knitted mix Baby,Blue,Denim,1.0572727908766528,1.8003144696582858,1.0,34,false,true,true,false
1786,Baby/Children || Jacket || Outdoor || Pink || Solid,Baby/Children,Jacket,Outdoor,Pink,Solid,1.3852824630194394,1.7989275514842675,5.461538461538462,52,false,true,true,false
1787,Baby/Children || Sweater || Jersey Fancy || White || Front print,Baby/Children,Sweater,Jersey Fancy,White,Front print,1.1820723842047964,1.792105891044125,4.538461538461538,52,false,true,true,false
1788,Menswear || Swimwear bottom || Swimwear || Blue || All over pattern,Menswear,Swimwear bottom,Swimwear,Blue,All over pattern,0.5535195418129294,1.7912506087960098,9.538461538461538,50,false,false,true,false
1789,Divided || Blouse || Blouses || Pink || Embroidery,Divided,Blouse,Blouses,Pink,Embroidery,0.7667060411744855,1.7912302604340447,2.4615384615384617,36,false,false,true,false
1790,Ladieswear || Dress || Unknown || Green || Solid,Ladieswear,Dress,Unknown,Green,Solid,1.095890410958904,1.7906725372079944,0.9230769230769231,19,false,true,false,false
1791,Baby/Children || Shirt || Woven/Jersey/Knitted mix Baby || White || Solid,Baby/Children,Shirt,Woven/Jersey/Knitted mix Baby,White,Solid,0.9345182413470532,1.7893578960862504,1.6923076923076923,51,false,true,true,false
1792,"Baby/Children || Pyjama set || Under-, Nightwear || Blue || All over pattern",Baby/Children,Pyjama set,"Under-, Nightwear",Blue,All over pattern,0.9918874330201926,1.785709695263698,2.076923076923077,48,false,true,true,false
1793,Baby/Children || Blazer || Shirts || Blue || Other structure,Baby/Children,Blazer,Shirts,Blue,Other structure,1.2459884717245677,1.7838152374746703,1.3076923076923077,46,false,true,true,false
1794,Ladieswear || Sunglasses || Accessories || Orange || Solid,Ladieswear,Sunglasses,Accessories,Orange,Solid,0.5627908321049742,1.7835245474051793,5.538461538461538,52,false,false,true,false
1795,Ladieswear || Ballerinas || Shoes || Red || Solid,Ladieswear,Ballerinas,Shoes,Red,Solid,0.7999613265010151,1.7739642687061776,1.7692307692307692,45,false,false,true,false
1796,Baby/Children || Trousers || Trousers Denim || Turquoise || Denim,Baby/Children,Trousers,Trousers Denim,Turquoise,Denim,0.9590871179409962,1.7674225960964827,1.0769230769230769,34,false,true,true,false
1797,Baby/Children || Trousers || Jersey Basic || Blue || Solid,Baby/Children,Trousers,Jersey Basic,Blue,Solid,0.816734425038043,1.7635001774290897,6.153846153846154,52,false,false,true,false
1798,Baby/Children || Hoodie || Jersey Fancy || Red || Colour blocking,Baby/Children,Hoodie,Jersey Fancy,Red,Colour blocking,1.1400985863853017,1.7627267220738667,0.3076923076923077,20,false,true,false,false
1799,Baby/Children || Shirt || Shirts || Red || Check,Baby/Children,Shirt,Shirts,Red,Check,1.0286457714430985,1.757748425352042,2.0,46,false,true,true,false
1800,Ladieswear || Skirt || Trousers || White || Solid,Ladieswear,Skirt,Trousers,White,Solid,1.7694492552823005,1.754063110863922,3.3076923076923075,50,false,true,true,false
1801,"Baby/Children || Pyjama set || Under-, Nightwear || Blue || Mixed solid/pattern",Baby/Children,Pyjama set,"Under-, Nightwear",Blue,Mixed solid/pattern,1.3880863358259687,1.7387099576775804,1.2307692307692308,47,false,true,true,false
1802,Baby/Children || Bodysuit || Jersey Basic || Pink || Solid,Baby/Children,Bodysuit,Jersey Basic,Pink,Solid,0.8790274164498701,1.7318647290197595,2.076923076923077,47,false,true,true,false
1803,Baby/Children || Socks || Socks and Tights || Pink || Solid,Baby/Children,Socks,Socks and Tights,Pink,Solid,1.0775739557980364,1.7230723189080992,3.230769230769231,50,false,true,true,false
1804,Menswear || Bracelet || Accessories || Metal || Solid,Menswear,Bracelet,Accessories,Metal,Solid,1.0,1.7190882785775399,5.6923076923076925,51,false,true,true,false
1805,Baby/Children || T-shirt || Jersey Fancy || White || Placement print,Baby/Children,T-shirt,Jersey Fancy,White,Placement print,1.4957608878740805,1.704620441442791,6.615384615384615,52,false,true,true,false
1806,Ladieswear || Skirt || Trousers || White || All over pattern,Ladieswear,Skirt,Trousers,White,All over pattern,1.2725943940366542,1.7041600131716406,3.0,52,false,true,true,false
1807,Baby/Children || Hoodie || Jersey Fancy || Blue || Front print,Baby/Children,Hoodie,Jersey Fancy,Blue,Front print,0.8414980313158136,1.7039667523216107,0.6923076923076923,30,false,false,true,false
1808,Baby/Children || Sweater || Jersey Fancy || Black || Front print,Baby/Children,Sweater,Jersey Fancy,Black,Front print,0.93136990002702,1.7015233643594194,3.6923076923076925,50,false,true,true,false
1809,Divided || Sunglasses || Accessories || Metal || Solid,Divided,Sunglasses,Accessories,Metal,Solid,0.20397852857593943,1.6997121165522353,1.6923076923076923,35,false,false,true,false
1810,Baby/Children || Hat/beanie || Accessories || Pink || Solid,Baby/Children,Hat/beanie,Accessories,Pink,Solid,1.2072538860103625,1.6978928314118407,1.3076923076923077,43,false,true,true,false
1811,Baby/Children || Skirt || Dresses/Skirts girls || Black || Solid,Baby/Children,Skirt,Dresses/Skirts girls,Black,Solid,1.147653942907142,1.6953357031957772,1.4615384615384615,37,false,true,true,false
1812,Baby/Children || Trousers || Woven/Jersey/Knitted mix Baby || Blue || Solid,Baby/Children,Trousers,Woven/Jersey/Knitted mix Baby,Blue,Solid,1.2292822230765008,1.6866714027493965,7.0,52,false,true,true,false
1813,Divided || Blouse || Blouses || Blue || Stripe,Divided,Blouse,Blouses,Blue,Stripe,0.5708154506437769,1.6856122911117981,2.5384615384615383,51,false,false,true,false
1814,Ladieswear || Blouse || Unknown || White || Solid,Ladieswear,Blouse,Unknown,White,Solid,0.9576964445385154,1.6831929194998443,3.8461538461538463,52,false,true,true,false
1815,Baby/Children || T-shirt || Jersey Fancy || White || Solid,Baby/Children,T-shirt,Jersey Fancy,White,Solid,1.0824462937874975,1.6825541946008067,3.923076923076923,49,false,true,true,false
1816,Baby/Children || Shirt || Shirts || Blue || Solid,Baby/Children,Shirt,Shirts,Blue,Solid,0.7795026760158752,1.6818390583938245,5.153846153846154,52,false,false,true,false
1817,Baby/Children || Hoodie || Jersey Basic || Yellow || Solid,Baby/Children,Hoodie,Jersey Basic,Yellow,Solid,1.1406106337782569,1.6802899193578251,1.3076923076923077,34,false,true,true,false
1818,Baby/Children || Hoodie || Jersey Basic || Khaki green || Solid,Baby/Children,Hoodie,Jersey Basic,Khaki green,Solid,1.1060875398289451,1.6757236728868325,2.3076923076923075,35,false,true,true,false
1819,Ladieswear || Hat/brim || Accessories || Black || Solid,Ladieswear,Hat/brim,Accessories,Black,Solid,1.0448229493500671,1.6747464085590225,0.8461538461538461,45,false,true,true,false
1820,Ladieswear || Skirt || Trousers || Blue || Denim,Ladieswear,Skirt,Trousers,Blue,Denim,0.6286912458500785,1.674691385768174,1.6923076923076923,49,false,false,true,false
1821,Baby/Children || Jumpsuit/Playsuit || Jersey Fancy || Grey || All over pattern,Baby/Children,Jumpsuit/Playsuit,Jersey Fancy,Grey,All over pattern,0.43165946125706695,1.6711899691428442,1.3076923076923077,42,false,false,true,false
1822,Baby/Children || Cardigan || Knitwear || Pink || Solid,Baby/Children,Cardigan,Knitwear,Pink,Solid,1.181307371349096,1.6672920780180824,7.461538461538462,52,false,true,true,false
1823,Baby/Children || T-shirt || Jersey Fancy || White || Front print,Baby/Children,T-shirt,Jersey Fancy,White,Front print,0.8220637913958946,1.667123821620296,22.23076923076923,52,true,false,true,false
